title,date,public,duration,note,synopsis,genre,actors,Origin language,Origin country,Origin title,number saison,number episode
Neon Genesis Evangelion,1995–1996,12,"24, ,minutes",8.5,A teenage boy finds himself recruited as a member of an elite team of pilots by his father.,"Animation,Action,Drama,Fantasy,Sci-Fi,Thriller","Megumi Ogata,Megumi Hayashibara,Kotono Mitsuishi,Spike Spencer,Allison Keith,Sue Ulu,Amanda Winn Lee,Tristan MacAvery,Tiffany Grant,Guil Lunde,Matt Greenfield,Kendra Benham,Jason Lee,Casey Mongillo,Carrie Keranen,Erica Lindbeck,Ryan Bartley,Pedro de Aguillón",Japanese,Japan,Original title: Shin seiki evangerion,,26
Samurai chanpurû,2004–2005,Tous publics,"24, ,minutes",8.5,"Fuu, a waitress who works in a teahouse, rescues two master swordsmen, Mugen and Jin, from their execution to help her find the ""samurai who smells of sunflowers.""","Animation,Action,Adventure,Comedy,Drama,Thriller","Kazuya Nakai,Ginpei Sato,Ayako Kawasumi,Steve Blum,Kirk Thornton,Kari Wahlgren,Doug Stone,Erik Davies,Masakazu Kohara,Tsuguo Mogami,Shunsuke Sakuya,Yoshinori Sonobe,Masao Harada,Takehiro Murozono,Paul St. Peter,Steve Kramer,Kim Strauss,Doug Erholtz",Japanese,Japan,,,26
Naruto: Shippuden,2007–2017,Tous Public,"24, ,minutes",8.6,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of..., ","Animation,Action,Adventure,Comedy,Drama,Fantasy","Junko Takeuchi,Maile Flanagan,Kate Higgins,Chie Nakamura,Dave Wittenberg,Kazuhiko Inoue,Kyle Hebert,Yuri Lowenthal,Noriaki Sugiyama,Masako Katsuki,Debi Mae West,Colleen O'Shaughnessey,Steve Blum,Stephanie Sheh,Shôtarô Morikubo,Tom Gibis,Rikiya Koyama,Troy Baker","English,Japanese",Japan,Original title: Naruto: Shippûden,,502
La Ligue des justiciers,2001–2004,Tous Public,"22, ,minutes",8.5,Seven of the most formidable heroes form arguably the most powerful team ever.,"Animation,Action,Adventure,Drama,Family,Fantasy,Mystery","Carl Lumbly,Phil LaMarr,Michael Rosenbaum,George Newbern,Maria Canals-Barrera,Kevin Conroy,Susan Eisenberg,Jason Marsden,Mark Hamill,Clancy Brown,Corey Burton,Jennifer Hale,Phil Morris,Olivia d'Abo,Susan Sullivan,Richard Doyle,Brian George,Kevin Michael Richardson",English,United States,Original title: Justice League,2 seasons,52
Les allumés,1999–2001,TV-14,"25, ,minutes",8.5,"Friends Tim and Daisy, 20-something North Londoners with uncertain futures, must pretend to be a couple to live in the only apartment they can afford.","Action,Comedy","Simon Pegg,Jessica Hynes,Julia Deakin,Nick Frost,Mark Heap,Katy Carmichael,Aida the Dog,Lucy Akhurst,Anna Wilson-Jones,Bill Bailey,James Lance,Peter Serafinowicz,Clive Russell,Sally Grace,Rowena Cooper,Michael Smiley,Gemma Padley,Jonathan Ryland",English,United Kingdom,Original title: Spaced,2 seasons,14
Mr. Bean,1990–1995,Tous publics,"25, ,minutes",8.5,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around prob..., ","Comedy,Family","Rowan Atkinson,Robin Driscoll,Matilda Ziegler,Matthew Ashforde,Roger Sloman,Susie McKenna,Nick Hancock,C.J. Allen,Rupert Vansittart,Howard Goodall,Hugo Mendez,Christopher Driscoll,Rupert Bates,Angus Deayton,Paul Bown,Dave O'Higgins,Richard Wilson,Michael Fenton Stevens",English,United Kingdom,,,15
Nord et Sud,2004,TV-PG,"3, ,hours, ,55, ,minutes",8.6,"North and South is a four part adaptation of Elizabeth Gaskell's love story of Margaret Hale, a middle class southerner who is forced to move to the northern town of Milton.","Drama,Romance","Daniela Denby-Ashe,Richard Armitage,Tim Pigott-Smith,Sinéad Cusack,Brendan Coyle,Pauline Quirke,Jo Joyner,Kay Lyon,Lesley Manville,Anna Maxwell Martin,Emma Owen,Jane Booker,Tom Charnock,William Houston,John Light,Brian Protheroe,Will Tacey,Lucy Brown",English,United Kingdom,Original title: North & South,,4
The Eric Andre Show,2012– ,TV-MA,"11, ,minutes",8.6,"Eric Andre tries to host a talk show in a bizarre environment, where he is sometimes the player of pranks and sometimes the victim.",Comedy,"Eric André,Hannibal Buress,Robert Smith,Tom Ato,Early McCalister,Pfelton Sutton,Jerry Wheeler,Adora Dei,John Bueno,JV Smith,Jermaine Fowler,Tom Kane,Felipe Esparza,Duane R. Shepard Sr.,Don Peake,Sumiyo Iwasawa,Emilio Palame,Harold Cannon",English,United States,,5 seasons,59
The Family Man,2019– ,16,"45, ,minutes",8.8,"A working man from the National Investigation Agency tries to protect the nation from terrorism, but he also needs to keep his family safe from his secret job.","Action,Comedy,Drama","Manoj Bajpayee,Samantha Ruth Prabhu,Priyamani,Sharib Hashmi,Ashlesha Thakur,Vedant Sinha,Shahab Ali,Shreya Dhanwanthary,Sharad Kelkar,Dalip Tahil,Darshan Kumaar,Sunny Hinduja,Aritro Rudraneil Banerjee,Pawan Chopra,Neeraj Madhav,Mime Gopi,Srikrishna Dayal,Vijay Vikram Singh",Hindi,India,,2 seasons,19
Justified,2010–2015,Tous publics,"44, ,minutes",8.6,"U.S. Marshal Raylan Givens is reassigned from Miami to his childhood home in the poor, rural coal mining towns of eastern Kentucky.","Action,Crime,Drama,Mystery,Thriller,Western","Timothy Olyphant,Nick Searcy,Joelle Carter,Jacob Pitts,Erica Tazel,Walton Goggins,Natalie Zea,Jere Burns,David Meunier,Jonathan Kowalsky,Rick Gomez,Raymond J. Barry,Jesse Luken,Damon Herriman,Jeremy Davies,Justin Welborn,Mykelti Williamson,Kaitlyn Dever",English,United States,,6 seasons,78
Voyage dans l'espace-temps,2010–2017,TV-PG,"1, ,hour",8.6,"Hosted by Morgan Freeman, Through the Wormhole will explore the deepest mysteries of existence - the questions that have puzzled mankind for eternity. What are we made of? What was there bef..., ",Documentary,"Morgan Freeman,Sean Carroll,Michio Kaku,Kip Thorne,Carlos Frenk,Max Tegmark,Lee Smolin,Paul Davies,Janna Levin,Frank Tipler,Frank Close,Michael Persinger,Andy Albrecht,Paul Steinhardt,Will Wright,David Spergel,Alan Guth,Steve Nahn",English,United States,Original title: Through the Wormhole,8 seasons,62
Making a Murderer,2015–2018,16,"1, ,hour",8.5,"Filmed over a 10-year period, Steven Avery, a DNA exoneree who, while in the midst of exposing corruption in local law enforcement, finds himself the prime suspect in a grisly new crime.","Documentary,Crime","Steven Avery,Dolores Avery,Laura Nirider,Dean Strang,Jerry Buting,Allan Avery,Kathleen Zellner,Barb Tadych,Ken Kratz,Brendan Dassey,Steven Drizin,Len Kachinsky,Sandra Greenman,Kim Ducat,Stephen Glynn,Peter Dassey,Chuck Avery,Robert Dvorak",English,United States,,2 seasons,20
Yellowstone,2018– ,10,"1, ,hour",8.7,A ranching family in Montana faces off against others encroaching on their land.,"Drama,Western","Kevin Costner,Luke Grimes,Kelly Reilly,Wes Bentley,Cole Hauser,Kelsey Asbille,Brecken Merrill,Jefferson White,Gil Birmingham,Forrie J. Smith,Denim Richards,Ian Bohen,Mo Brings Plenty,Jake Ream,Danny Huston,Ryan Bingham,Wendy Moniz-Grillo,Jen Landon",English,United States,,4 seasons,37
Hercule Poirot,1989–2013,Tous publics,"1, ,hour, ,40, ,minutes",8.6,"The cases of eccentric, but sharp, Belgian detective Hercule Poirot.","Crime,Drama,Mystery,Thriller","David Suchet,Hugh Fraser,Philip Jackson,Pauline Moran,David Yelland,Zoë Wanamaker,Richard Bebb,George Little,Phillip Manikum,Jona Jones,Patrick Ryecart,Nicholas Farrell,Barbara Barnes,John Carson,Richard Hope,Richard Durden,Sean Pertwee,Beatie Edney","English,French",United Kingdom,Original title: Poirot,13 seasons,70
Behzat Ç.: Bir Ankara Polisiyesi,2010–2019,TV-14,"1, ,hour, ,30, ,minutes",8.8,"Centered around a personally troubled, officially discredited police chief and his inharmonious police team in Ankara Police Force. Even though the show usually focuses on murders and other ..., ","Crime,Drama,Mystery,Thriller","Erdal Besikçioglu,Inanç Konukçu,Ege Aydan,Berkan Sal,Mustafa Balci,Ayça Eren,Fatih Artman,Seda Bakan,Eray Eserol,Berke Üzrek,Zeynep Koltuk,Canan Erguder,Hakan Hatipoglu,Elvin Besikcioglu,Nejat Isler,Güven Kiraç,Pelinsu Pir,Ayça Varlier",Turkish,Turkey,,4 seasons,105
Kenshin le Vagabond - Le Chapitre de la Mémoire,1999,Not Rated,"1, ,hour, ,58, ,minutes",8.6,"In the era of Japan's Meiji Restoration, an assassin regains his humanity.","Animation,Action,Adventure,Drama,History","Mayo Suzukaze,Junko Iwao,Nozomu Sasaki,Masami Suzuki,Shûichi Ikeda,Tomokazu Seki,Wataru Takagi,Ryûsei Nakao,Hirotaka Suzuoki,Akari Hibino,Minoru Uchida,Tetsuya Iwanaga,Satoshi Tsuruoka,Mitsuaki Hoshino,Hiromi Setsu,Rikiya Koyama,Hiroshi Takahashi,Hiroshi Shimozaki",Japanese,Japan,Original title: Rurouni Kenshin: Meiji Kenkaku Romantan: Tsuioku Hen,,4
QI,2003– ,TV-PG,"30, ,minutes",8.6,"A comedy panel game in which being Quite Interesting is more important than being right. Sandi Toksvig is joined each week by four comedians to share anecdotes and trivia, and maybe answer s..., ","Comedy,Game-Show","Alan Davies,Stephen Fry,Sandi Toksvig,Phill Jupitus,Bill Bailey,Jimmy Carr,Jo Brand,David Mitchell,Sean Lock,Rich Hall,Ross Noble,Jason Manford,Clive Anderson,Aisling Bea,Sue Perkins,Rob Brydon,Josh Widdicombe,Jeremy Clarkson",English,United Kingdom,,19 seasons,305
Crash Landing on You,2019–2020,13,"1, ,hour, ,10, ,minutes",8.7,"The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love wi..., ","Adventure,Comedy,Romance","Hyun Bin,Son Ye-jin,Seo Ji-hye,Kim Jung-hyun,Yang Kyung-won,Yoo Su-bin,Lee Sin-young,Tang Joon-sang,Kim Sun-young,Jang So-yeon,Kim Jung-nan,Cha Cheong-hwa,Oh Man-seok,Park Hyoung-soo,Go Gyu-pil,Park Myeong-hoon,Kim Young-min,Hwang Woo-seul-hye",Korean,South Korea,Original title: Sa-rang-eui bul-sa-chak,,19
Yes Minister,1980–1984,TV-PG,"30, ,minutes",8.6,"The Right Honorable James Hacker has landed the plum job of Cabinet Minister to the Department of Administration. At last he is in a position of power and can carry out some long-needed refo..., ",Comedy,"Paul Eddington,Nigel Hawthorne,Derek Fowlds,Diana Hoddinott,John Nettleton,Neil Fitzwiliam,Arthur Cox,John Savident,John Pennington,Antony Carrick,Robert Dougall,Richard Vernon,Tenniel Evans,John Barron,Ian Lavender,Nigel Stock,Edward Jewesbury,Rosemary Williams",English,United Kingdom,,3 seasons,22
The Newsroom,2012–2014,10,"55, ,minutes",8.6,"A newsroom undergoes some changes in its workings and morals as a new team is brought in, bringing unexpected results for its existing news anchor.",Drama,"Jeff Daniels,Emily Mortimer,John Gallagher Jr.,Alison Pill,Thomas Sadoski,Dev Patel,Olivia Munn,Sam Waterston,Chris Chalk,Margaret Judson,Adina Porter,John F. Carpenter,Thomas Matthews,Trieu Tran,Charlie Weirauch,Wynn Everett,Riley Voelkel,Chris Messina",English,United States,,3 seasons,25
Cobra Kai,2018– ,16,"30, ,minutes",8.6,"Decades after their 1984 All Valley Karate Tournament bout, a middle-aged Daniel LaRusso and Johnny Lawrence find themselves martial-arts rivals again.","Action,Comedy,Drama,Sport","Courtney Henggeler,Mary Mouser,Tanner Buchanan,Ralph Macchio,Xolo Maridueña,William Zabka,Jacob Bertrand,Gianni DeCenzo,Martin Kove,Vanessa Rubio,Peyton List,Aedin Mincks,Owen Morgan,Khalil Everage,Nichole Brown,Hannah Kepple,Joe Seo,Griffin Santopietro",English,United States,,4 seasons,41
Dopesick,2021,TV-MA,"1, ,hour",8.8,"The series takes viewers to the epicenter of America's struggle with opioid addiction, from the boardrooms of Purdue Pharma, to a distressed Virginia mining community, to the hallways of the..., ",Drama,"Michael Keaton,Peter Sarsgaard,Michael Stuhlbarg,Will Poulter,John Hoogenakker,Kaitlyn Dever,Rosario Dawson,Will Chase,Ian Unterman,Andrea Frankle,Jake McDorman,Phillipa Soo,Brendan Patrick Connor,Mare Winningham,Raúl Esparza,Lawrence Arancio,Arischa Conner,Winsome Brown",English,United States,,,8
Panchayat,2020– ,16,"35, ,minutes",8.8,"A comedy-drama, which captures the journey of an engineering graduate Abhishek, who for lack of a better job option joins as secretary of a Panchayat office in a remote village of Uttar Prad..., ","Comedy,Drama","Jitendra Kumar,Raghuvir Yadav,Chandan Roy,Faisal Malik,Neena Gupta,Biswapati Sarkar,Pooja Singh,Subendhu Chakraborty,Sushil Tondon,Mubarak Khan,Kamal Rai,Govind Lobhani,Bal Mukund Rai,Salim Ansari,Mohd. Shakir,Dinesh Tiwaru,Kailash Karoshiya,Durgesh Kumar",Hindi,India,,,8
Le jeu de la dame,2020,16,"6, ,hours, ,35, ,minutes",8.6,"Orphaned at the tender age of nine, prodigious introvert Beth Harmon discovers and masters the game of chess in 1960s USA. But child stardom comes at a price.",Drama,"Anya Taylor-Joy,Chloe Pirrie,Bill Camp,Marcin Dorocinski,Marielle Heller,Thomas Brodie-Sangster,Moses Ingram,Harry Melling,Isla Johnston,Janina Elkin,Matthew Dennis Lewis,Russell Dennis Lewis,Patrick Kennedy,Christiane Seidel,Jacob Fortune-Lloyd,Akemnji Ndifornyen,Annabeth Kelly,Dolores Carbonari","English,French,Spanish,Russian",United States,Original title: The Queen's Gambit,,7
Daredevil,2015–2018,18,"54, ,minutes",8.6,"A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.","Action,Crime,Drama,Fantasy,Sci-Fi,Thriller","Charlie Cox,Vincent D'Onofrio,Deborah Ann Woll,Elden Henson,Royce Johnson,Geoffrey Cantor,Jay Ali,Jon Bernthal,Stephen Rider,Wilson Bethel,Ayelet Zurer,Peter McRobbie,Amy Rutberg,Elodie Yung,Toby Leonard Moore,Joanne Whalley,Vondie Curtis-Hall,Bob Gunton",English,United States,,3 seasons,39
The Bugs Bunny Show,1960–1975,TV-G,"30, ,minutes",8.6,TV series featuring the classic Looney Tunes animated shorts.,"Animation,Comedy","Mel Blanc,June Foray,Jim Backus,Bea Benaderet,Julie Bennett,Billy Bletcher,Daws Butler,Stan Freberg,Ben Frommer,Joan Gerber,Hal Smith,B.J. Ward,Arthur Q. Bryan",English,United States,,3 seasons,78
Yeh Meri Family,2018,TV-14,"30, ,minutes",9.1,Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.,"Comedy,Drama,Family,Musical,Romance","Vishesh Bansal,Mona Singh,Akarsh Khurana,Ahan Nirban,Ruhi Khan,Prasad Reddy,Revathi Pillai,Brij Bhushan Shukla,Nishaad Javeri,Burjor Dastur,Jai Shankar Tripathi,Mazda Taraporewala,Dinesh,Aman Malhotra,Mukesh Yadav,Rajiv Kachroo,Vijay Koshy,Abhay Pannu",Hindi,India,,,7
Blackadder the Third,1987,TV-PG,"3, ,hours",8.6,"In the Regency era, Mr E. Blackadder serves as butler to the foppish numskull Prince George amidst the fads and crazes of the time.",Comedy,"Rowan Atkinson,Tony Robinson,Hugh Laurie,Helen Atkinson Wood,Robbie Coltrane,Hugh Paddick,Kenneth Connor,Stephen Fry,Vincent Hanna,Tim McInnerny,Miranda Richardson,Warren Clarke,Lee Cornes,Gertan Klauber,Denis Lill,Nigel Planer,Chris Barrie,Ben Elton",English,United Kingdom,,,6
Archer,2009– ,16,"22, ,minutes",8.6,Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.,"Animation,Action,Comedy","H. Jon Benjamin,Judy Greer,Amber Nash,Chris Parnell,Aisha Tyler,Jessica Walter,Lucky Yates,Adam Reed,Dave Willis,George Coe,Tom Kane,Jeffrey Tambor,Peter Newman,Maggie Wheeler,Leigh Jackson,Christian Slater,Ron Leibman,Neal Holman",English,United States,,13 seasons,135
Dexter,2006–2013,12,"53, ,minutes",8.6,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in th..., ","Crime,Drama,Mystery,Thriller","Michael C. Hall,Jennifer Carpenter,David Zayas,James Remar,C.S. Lee,Luna Lauren Velez,Desmond Harrington,Julie Benz,Christina Robinson,Geoff Pierson,Preston Bailey,Aimee Garcia,Luke Andrew Kruntchev,Erik King,Evan George Kruntchev,Dana L. Wilson,Yvonne Strahovski,David Ramsey","English,Spanish",United States,,8 seasons,96
Father Ted,1995–1998,Not Rated,"25, ,minutes",8.6,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be.",Comedy,"Dermot Morgan,Ardal O'Hanlon,Frank Kelly,Pauline McLynn,Tony Guilfoyle,Patrick Drury,Rynagh O'Grady,Maurice O'Donoghue,Arthur Mathews,Don Wycherley,Pat Shortt,Jim Norton,Graham Norton,Don Foley,Paul Woodfull,Joe Taylor,Tom Farrelly,Rosemary Henderson",English,United Kingdom,,3 seasons,25
The Haunting of Hill House,2018,16,"9, ,hours, ,32, ,minutes",8.6,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.","Drama,Horror,Mystery,Thriller","Michiel Huisman,Carla Gugino,Henry Thomas,Elizabeth Reaser,Oliver Jackson-Cohen,Kate Siegel,Victoria Pedretti,Lulu Wilson,Mckenna Grace,Paxton Singleton,Julian Hilliard,Violet McGraw,Timothy Hutton,Anthony Ruivivar,Samantha Sloyan,Annabeth Gish,Robert Longstreet,Olive Elise Abercrombie",English,United States,,,10
Anne with an E,2017–2019,13,"1, ,hour",8.7,"The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's class..., ","Drama,Family","Amybeth McNulty,Geraldine James,R.H. Thomson,Dalila Bela,Lucas Jade Zumann,Corrine Koslo,Helen Johns,Aymeric Jett Montaz,Kyla Matthews,Jonathan Holmes,Lia Pappas-Kemps,Jacob Ursomarzo,Dalmar Abuzeid,Miranda McKeon,Jacob Horsley,Glenna Walters,Christian Martyn,Philip Williams","Micmac,French,English",Canada,Original title: Anne,3 seasons,27
Battlestar Galactica,2003,TV-14,"3, ,hours, ,3, ,minutes",8.6,"Following the destruction of the Twelve Colonies of Kobol by the Cylons, a rag-tag fugitive fleet of the last remnants of mankind flees the pursuing Cylons while simultaneously searching for..., ","Action,Adventure,Drama,Sci-Fi","Edward James Olmos,Mary McDonnell,Katee Sackhoff,Jamie Bamber,James Callis,Tricia Helfer,Callum Keith Rennie,Grace Park,Michael Hogan,Matthew Bennett,Paul Campbell,Aaron Douglas,Barclay Hope,Lorena Gale,Kandyse McClure,Connor Widdows,John Mann,Alessandro Juliani",English,United States,,,2
This Is Us,2016–2022,Tous publics,"45, ,minutes",8.6,"A heartwarming and emotional story about a unique set of triplets, their struggles and their wonderful parents.","Comedy,Drama,Romance","Milo Ventimiglia,Mandy Moore,Sterling K. Brown,Chrissy Metz,Justin Hartley,Susan Kelechi Watson,Chris Sullivan,Eris Baker,Faithe Herman,Jon Huertas,Mackenzie Hancsicsak,Parker Bates,Hannah Zeile,Lonnie Chavis,Niles Fitch,Logan Shroyer,Lyric Ross,Ron Cephas Jones",English,United States,,6 seasons,90
Monster,2004–2010,12,"24, ,minutes",8.6,A brilliant neurosurgeon finds his life in utter turmoil after getting involved with a psychopathic former patient.,"Animation,Crime,Drama,Mystery,Thriller","Hidenobu Kiuchi,Liam O'Brien,Mamiko Noto,Karen Strassman,Nozomu Sasaki,Tsutomu Isobe,Richard Epcar,Junko Takeuchi,Keith Silverstein,Ichirô Nagai,Mami Koyama,Tara Platt,Michael McConnohie,Paul St. Peter,Takayuki Sugô,Hideyuki Tanaka,Laura Bailey,Patrick Seitz","English,Japanese",Japan,,,75
Jujutsu Kaisen,2020– ,16,"24, ,minutes",8.7,"A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself..., ","Animation,Action,Adventure,Fantasy,Thriller","Junya Enoki,Adam McArthur,Yûichi Nakamura,Yuma Uchida,Asami Seto,Mitsuo Iwata,Chris Tergliafera,Nobunaga Shimazaki,Tomokazu Seki,Mikako Komatsu,Koki Uchiyama,Jun'ichi Suwabe,Tara Sands,Kenjirô Tsuda,Shigeru Chiba,Takaya Kuroda,Amber Lee Connors,Takahiro Sakurai",Japanese,Japan,,,24
Gomorra: La serie,2014–2021,12,"55, ,minutes",8.7,Ciro disregards tradition in his attempt to become the next boss of his crime syndicate. The internal power struggle puts him and his entire family's life at risk.,"Crime,Drama,Thriller","Salvatore Esposito,Marco D'Amore,Cristiana Dell'Anna,Fortunato Cerlino,Ivana Lotito,Fabio De Caro,Cristina Donadio,Christian Giroso,Giovanni Buselli,Arturo Muselli,Alessandro Palladino,Roberto Oliveri,Riccardo Ciccarelli,Carmine Monaco,Lino Musella,Francesco Capriello,Marco Palvetti,Salvatore Vacca","Italian,Neapolitan","Italy,Germany",,5 seasons,58
Gullak,2019– ,,"24, ,minutes",9.1,"Set in quaint by-lanes in the heart of India, Gullak is a collection of disarming and relatable tales of the Mishra family.","Comedy,Drama,Family","Jameel Khan,Geetanjali Kulkarni,Vaibhav Raj Gupta,Harsh Mayar,Shivankit Singh Parihar,Sunita Rajwar,Deepak Kumar Mishra,Saad Bilgrami,Ashwini,Ajay Pal,Abhishake Jha,Rudra Pratap Singh Parihar,Amar Singh Parihar,Dev Kumar,Bilal Khan,Gaurav Sarathe,Shaid Khan,Sweta Joshi",Hindi,India,,2 seasons,10
Westworld,2016– ,10,"1, ,hour, ,2, ,minutes",8.6,"Set at the intersection of the near future and the reimagined past, explore a world in which every human appetite can be indulged without consequence.","Drama,Mystery,Sci-Fi","Evan Rachel Wood,Jeffrey Wright,Ed Harris,Thandiwe Newton,Tessa Thompson,James Marsden,Luke Hemsworth,Angela Sarafyan,Anthony Hopkins,Simon Quarterman,Rodrigo Santoro,Shannon Woodward,Jimmi Simpson,Talulah Riley,Ptolemy Slocum,Leonardo Nam,Aaron Paul,Ingrid Bolsø Berdal",English,United States,,4 seasons,36
Peep Show,2003–2015,TV-MA,"25, ,minutes",8.6,"Mark and Jez are a couple of twenty-something roommates who have nothing in common - except for the fact that their lives are anything but normal. Mayhem ensues as the pair strive to cope wi..., ",Comedy,"David Mitchell,Robert Webb,Matt King,Olivia Colman,Neil Fitzmaurice,Isy Suttie,Paterson Joseph,Sophie Winkleman,Jim Howick,Rachel Blanchard,Elizabeth Marmur,Vera Graziadei,Camilla Beeput,Emily Bruni,Paul Clayton,Cariad Lloyd,Catherine Shepherd,Endy McKay",English,United Kingdom,,9 seasons,54
Friday Night Lights,2006–2011,Tous publics,"44, ,minutes",8.6,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor.","Drama,Sport","Kyle Chandler,Connie Britton,Zach Gilford,Aimee Teegarden,Brad Leland,Taylor Kitsch,Jesse Plemons,Derek Phillips,Blue Deckert,Minka Kelly,Adrianne Palicki,Timothy F. Crowley,Louanne Stephens,Stacey Oristano,Scott Porter,Gaius Charles,David Cowgill,Gary Teague",English,United States,,5 seasons,76
La Ligue des justiciers: Nouvelle Génération,2010– ,Tous publics,"23, ,minutes",8.6,Teenage superheroes strive to prove themselves as members of the Justice League.,"Animation,Action,Adventure,Crime,Romance,Sci-Fi","Danica McKellar,Nolan North,Jesse McCartney,Stephanie Lemelin,Khary Payton,Jason Spisak,Zehra Fazal,Bruce Greenwood,Crispin Freeman,Troy Baker,Kevin Michael Richardson,Masasa Moyo,Grey Griffin,Phil LaMarr,Eric Lopez,Greg Cipes,Jason Marsden,Kelly Hu",English,United States,Original title: Young Justice,4 seasons,98
Mindhunter,2017–2019,16,"1, ,hour",8.6,"Set in the late 1970s, two FBI agents are tasked with interviewing serial killers to solve open cases.","Crime,Drama,Thriller","Jonathan Groff,Holt McCallany,Anna Torv,Hannah Gross,Sonny Valicenti,Stacey Roca,Joe Tuttle,Zachary Scott Ross,Cotter Smith,Albert Jones,Lauren Glazier,Michael Cerveris,Dohn Norwood,Gareth Williams,June Carryl,Cameron Britton,Nate Corddry,Sierra Aylina McClain",English,United States,,2 seasons,19
Demon Slayer,2019– ,Tous publics avec avertissement,"25, ,minutes",8.7,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his famil..., ","Animation,Action,Adventure,Fantasy,Thriller","Natsuki Hanae,Zach Aguilar,Abby Trott,Akari Kitô,Aleks Le,Hiro Shimono,Yoshitsugu Matsuoka,Bryce Papenbrook,Doug Erholtz,Johnny Yong Bosch,Brook Chalmers,Takahiro Sakurai,Saori Hayami,Erika Harlacher,Takumi Yamazaki,Shinya Takahashi,Hôchû Ôtsuka,Greg Chun",Japanese,Japan,Original title: Demon Slayer: Kimetsu No Yaiba,2 seasons,34
Blackadder II,1986,TV-PG,"2, ,hours, ,56, ,minutes",8.6,"In the Tudor court of Elizabeth I, Lord Edmund Blackadder strives to win Her Majesty's favour while attempting to avoid a grisly fate should he offend her.",Comedy,"Rowan Atkinson,Tony Robinson,Tim McInnerny,Miranda Richardson,Stephen Fry,Patsy Byrne,Tony Aitken,Hugh Laurie,Tom Baker,Holly De Jong,Gabrielle Glaister,Ronald Lacey,Miriam Margolyes,Max Harvey,Simon Jones,Rik Mayall,Cassie Stuart,Bill Wallis",English,United Kingdom,,,6
Parks and Recreation,2009–2015,Tous publics,"22, ,minutes",8.6,The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.,Comedy,"Amy Poehler,Jim O'Heir,Nick Offerman,Chris Pratt,Aubrey Plaza,Aziz Ansari,Retta,Rashida Jones,Adam Scott,Rob Lowe,Jay Jackson,Paul Schneider,Ben Schwartz,Mo Collins,Yvans Jourdain,Jon Glaser,Billy Eichner,James Greene",English,United States,,7 seasons,124
Code Geass: Lelouch of the Rebellion,2006–2012,13,"24, ,minutes",8.7,"After being given a mysterious power to control others, an outcast prince becomes the masked leader of the rebellion against an all powerful empire","Animation,Action,Drama,Sci-Fi,Thriller","Jun Fukuyama,Takahiro Sakurai,Johnny Yong Bosch,Yukana,Ami Koshimizu,Yuri Lowenthal,Kate Higgins,Karen Strassman,Brian Beacock,Noriaki Sugiyama,Tetsu Shiratori,Akeno Watanabe,Liam O'Brien,Sayaka Ôhara,Kikuko Inoue,Mitsuaki Madono,Kirk Thornton,Deborah Sale Butler",Japanese,Japan,Original title: Kôdo giasu - Hangyaku no rurûshu: Code Geass - Lelouch of the Rebellion,2 seasons,54
Sarabhai V/S Sarabhai,2004–2017,TV-PG,"30, ,minutes",8.8,"The show revolves around the lives of the members of an Uber Wealthy - High Society Gujarati family of Cuffe Parade - South Bombay, whose daughter-in-law is from a middle class Delhi backgro..., ",Comedy,"Satish Shah,Ratna Pathak Shah,Sumeet Raghavan,Rupali Ganguly,Rajesh Kumar,Ghanshyam Nayak,Deven Bhojani,Arvind Vaidya,Shilpa Mehta,Rita Bhaduri,Sheetal Thakkar,Vaibhavi Upadhyay,Aishwarya Sakhuja,Gurpal Singh,Gerald Stone,Aatish Kapadia,Jamnadas Majethia,Meher Acharia-Dar","Hindi,Gujarati,English",India,,2 seasons,79
